neighbourhood_group,neighbourhood,price,room_type
Manhattan,Inwood,50,Private room
Bronx,Bronxdale,79,Entire home/apt
Brooklyn,Williamsburg,98,Private room
Brooklyn,Greenpoint,36,Shared room
Brooklyn,Greenpoint,37,Shared room
Manhattan,Upper West Side,295,Entire home/apt
Brooklyn,Bushwick,75,Private room
Manhattan,Upper West Side,265,Entire home/apt
Brooklyn,Bensonhurst,79,Private room
Brooklyn,Prospect Heights,449,Entire home/apt
Manhattan,Midtown,400,Entire home/apt
Brooklyn,Cobble Hill,195,Entire home/apt
Brooklyn,East Flatbush,59,Private room
Queens,Middle Village,100,Entire home/apt
Brooklyn,Bedford-Stuyvesant,100,Entire home/apt
Manhattan,East Harlem,80,Private room
Manhattan,Hell's Kitchen,96,Shared room
Queens,St. Albans,45,Private room
Bronx,City Island,125,Entire home/apt
Manhattan,Financial District,85,Private room
Manhattan,Harlem,250,Entire home/apt
Staten Island,West Brighton,40,Private room
Brooklyn,Bedford-Stuyvesant,43,Private room
Brooklyn,Bay Ridge,55,Private room
Brooklyn,Clinton Hill,150,Private room
Brooklyn,Park Slope,229,Entire home/apt
Manhattan,Harlem,67,Private room
Manhattan,Harlem,69,Private room
Brooklyn,Williamsburg,51,Private room
Brooklyn,Sunset Park,275,Entire home/apt
Brooklyn,Williamsburg,200,Private room
Manhattan,Midtown,200,Entire home/apt
Manhattan,Upper East Side,75,Private room
Brooklyn,East Flatbush,80,Entire home/apt
Manhattan,Midtown,350,Entire home/apt
Brooklyn,Bergen Beach,85,Entire home/apt
Brooklyn,Bushwick,46,Private room
Manhattan,Harlem,135,Entire home/apt
Brooklyn,Fort Greene,200,Entire home/apt
Brooklyn,Bedford-Stuyvesant,125,Entire home/apt
Queens,Flushing,190,Private room
Manhattan,Harlem,58,Private room
Brooklyn,Williamsburg,150,Entire home/apt
Brooklyn,Fort Greene,120,Entire home/apt
Queens,Long Island City,90,Private room
Queens,Elmhurst,74,Private room
Brooklyn,Crown Heights,99,Private room
Brooklyn,Flatbush,53,Private room
Manhattan,Hell's Kitchen,120,Private room
Brooklyn,Greenpoint,250,Entire home/apt
Queens,Long Island City,30,Shared room
Brooklyn,Williamsburg,209,Entire home/apt
Brooklyn,Greenpoint,140,Entire home/apt
Manhattan,Hell's Kitchen,99,Private room
Brooklyn,Prospect-Lefferts Gardens,50,Private room
Manhattan,Murray Hill,200,Entire home/apt
Manhattan,Upper East Side,80,Private room
Manhattan,Murray Hill,200,Entire home/apt
Manhattan,SoHo,300,Entire home/apt
Queens,Ditmars Steinway,50,Private room
Manhattan,East Harlem,85,Private room
Brooklyn,Bushwick,50,Private room
Brooklyn,Crown Heights,84,Entire home/apt
Queens,Ditmars Steinway,79,Private room
Manhattan,Lower East Side,79,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,130,Entire home/apt
Manhattan,Upper West Side,350,Entire home/apt
Brooklyn,Flatbush,125,Entire home/apt
Queens,Rosedale,80,Entire home/apt
Manhattan,Harlem,100,Entire home/apt
Brooklyn,Williamsburg,70,Private room
Brooklyn,Bushwick,60,Private room
Manhattan,Hell's Kitchen,125,Private room
Brooklyn,Williamsburg,100,Shared room
Manhattan,SoHo,450,Entire home/apt
Manhattan,Midtown,150,Entire home/apt
Brooklyn,Brooklyn Heights,89,Private room
Manhattan,East Harlem,90,Entire home/apt
Manhattan,Upper East Side,250,Entire home/apt
Brooklyn,Sunset Park,265,Entire home/apt
Manhattan,Lower East Side,225,Entire home/apt
Manhattan,Harlem,55,Private room
Manhattan,Hell's Kitchen,120,Private room
Brooklyn,South Slope,210,Entire home/apt
Manhattan,Midtown,599,Entire home/apt
Brooklyn,Flatbush,65,Private room
Brooklyn,Greenpoint,115,Private room
Brooklyn,Bushwick,50,Private room
Manhattan,Washington Heights,70,Private room
Manhattan,Harlem,80,Entire home/apt
Brooklyn,Bedford-Stuyvesant,110,Private room
Brooklyn,Bedford-Stuyvesant,115,Private room
Brooklyn,Williamsburg,259,Entire home/apt
Brooklyn,Bedford-Stuyvesant,38,Shared room
Brooklyn,DUMBO,150,Private room
Queens,Long Island City,125,Entire home/apt
Manhattan,Harlem,125,Private room
Manhattan,Midtown,180,Entire home/apt
Brooklyn,South Slope,99,Private room
Brooklyn,Bedford-Stuyvesant,125,Entire home/apt
Brooklyn,Clinton Hill,59,Private room
Manhattan,Upper East Side,110,Shared room
Brooklyn,East Flatbush,300,Entire home/apt
Brooklyn,Williamsburg,50,Private room
Manhattan,East Village,99,Private room
Brooklyn,Bushwick,70,Private room
Queens,Hollis,150,Entire home/apt
Brooklyn,Sheepshead Bay,36,Private room
Manhattan,Harlem,149,Private room
Brooklyn,Williamsburg,51,Private room
Brooklyn,Williamsburg,70,Private room
Brooklyn,Williamsburg,49,Private room
Brooklyn,Fort Greene,85,Private room
Manhattan,Hell's Kitchen,55,Private room
Manhattan,Hell's Kitchen,65,Private room
Brooklyn,Bushwick,99,Private room
Brooklyn,Bedford-Stuyvesant,38,Shared room
Brooklyn,Prospect-Lefferts Gardens,44,Entire home/apt
Brooklyn,Bedford-Stuyvesant,345,Entire home/apt
Brooklyn,Bedford-Stuyvesant,38,Shared room
Manhattan,Gramercy,150,Entire home/apt
Brooklyn,Bedford-Stuyvesant,38,Shared room
Manhattan,Upper West Side,119,Entire home/apt
Queens,Long Island City,71,Entire home/apt
Manhattan,Upper West Side,200,Entire home/apt
Brooklyn,East Flatbush,35,Private room
Manhattan,Murray Hill,185,Entire home/apt
Manhattan,Upper East Side,150,Private room
Brooklyn,Clinton Hill,59,Private room
Queens,Ridgewood,34,Private room
Brooklyn,Williamsburg,225,Entire home/apt
Brooklyn,East New York,80,Private room
Manhattan,East Harlem,250,Entire home/apt
Brooklyn,East New York,50,Private room
Staten Island,Concord,30,Private room
Staten Island,Concord,30,Private room
Brooklyn,Windsor Terrace,110,Entire home/apt
Staten Island,Concord,30,Private room
Brooklyn,Sheepshead Bay,40,Shared room
Brooklyn,Downtown Brooklyn,160,Entire home/apt
Brooklyn,Bedford-Stuyvesant,100,Entire home/apt
Manhattan,Hell's Kitchen,285,Entire home/apt
Brooklyn,Bushwick,53,Private room
Manhattan,Hell's Kitchen,55,Private room
Queens,Elmhurst,15,Shared room
Manhattan,Hell's Kitchen,90,Private room
Brooklyn,Bushwick,90,Entire home/apt
Brooklyn,Cypress Hills,90,Entire home/apt
Manhattan,Inwood,125,Private room
Brooklyn,Vinegar Hill,159,Entire home/apt
Queens,Long Island City,180,Entire home/apt
Manhattan,East Village,120,Entire home/apt
Queens,Ridgewood,80,Private room
Queens,Jamaica,75,Private room
Brooklyn,Crown Heights,210,Entire home/apt
Queens,Woodside,145,Entire home/apt
Manhattan,Murray Hill,189,Entire home/apt
Manhattan,Financial District,190,Entire home/apt
Manhattan,Financial District,190,Entire home/apt
Manhattan,Financial District,187,Entire home/apt
Manhattan,Financial District,185,Entire home/apt
Manhattan,Chelsea,250,Entire home/apt
Manhattan,Murray Hill,170,Entire home/apt
Queens,Sunnyside,72,Entire home/apt
Queens,Jackson Heights,39,Private room
Queens,Far Rockaway,55,Private room
Queens,Astoria,59,Private room
Queens,Woodside,33,Private room
Manhattan,Stuyvesant Town,55,Private room
Brooklyn,Flatbush,65,Private room
Manhattan,Midtown,125,Private room
Brooklyn,Williamsburg,200,Entire home/apt
Manhattan,Little Italy,400,Entire home/apt
Manhattan,Hell's Kitchen,80,Private room
Manhattan,Greenwich Village,220,Entire home/apt
Brooklyn,Clinton Hill,130,Entire home/apt
Manhattan,Morningside Heights,90,Entire home/apt
Brooklyn,Bushwick,47,Shared room
Brooklyn,Bedford-Stuyvesant,118,Private room
Brooklyn,South Slope,145,Entire home/apt
Manhattan,Theater District,85,Private room
Brooklyn,Bushwick,75,Private room
Bronx,University Heights,80,Private room
Brooklyn,Bedford-Stuyvesant,40,Private room
Brooklyn,Williamsburg,110,Entire home/apt
Brooklyn,Bushwick,80,Private room
Queens,Flushing,60,Private room
Brooklyn,East Flatbush,50,Private room
Brooklyn,Bushwick,58,Private room
Brooklyn,Clinton Hill,150,Entire home/apt
Manhattan,Harlem,49,Private room
Manhattan,Lower East Side,69,Private room
Manhattan,Chinatown,99,Private room
Brooklyn,Prospect-Lefferts Gardens,200,Entire home/apt
Manhattan,East Harlem,150,Private room
Manhattan,Lower East Side,200,Entire home/apt
Brooklyn,Williamsburg,125,Entire home/apt
Brooklyn,Kensington,70,Private room
Brooklyn,Crown Heights,45,Private room
Brooklyn,Crown Heights,70,Private room
Queens,Queens Village,75,Entire home/apt
Brooklyn,Williamsburg,10,Private room
Manhattan,East Village,150,Entire home/apt
Brooklyn,Sunset Park,55,Private room
Manhattan,Morningside Heights,90,Private room
Manhattan,East Village,139,Private room
Manhattan,Kips Bay,120,Entire home/apt
Queens,Glendale,65,Entire home/apt
Brooklyn,Sheepshead Bay,83,Entire home/apt
Queens,Rockaway Beach,149,Entire home/apt
Brooklyn,Navy Yard,175,Private room
Bronx,Clason Point,70,Private room
Queens,Rockaway Beach,49,Private room
Brooklyn,Gowanus,150,Entire home/apt
Manhattan,Lower East Side,180,Entire home/apt
Bronx,Clason Point,80,Private room
Manhattan,East Village,220,Entire home/apt
Brooklyn,Bushwick,30,Private room
Manhattan,Harlem,150,Entire home/apt
Manhattan,Greenwich Village,225,Entire home/apt
Manhattan,Midtown,210,Entire home/apt
Manhattan,Upper East Side,299,Private room
Brooklyn,Flatbush,110,Entire home/apt
Brooklyn,Fort Greene,120,Private room
Brooklyn,Williamsburg,80,Private room
Brooklyn,Sunset Park,330,Entire home/apt
Brooklyn,Brooklyn Heights,150,Entire home/apt
Manhattan,Roosevelt Island,150,Private room
Manhattan,Hell's Kitchen,99,Entire home/apt
Manhattan,Roosevelt Island,99,Private room
Manhattan,Upper West Side,115,Entire home/apt
Brooklyn,Williamsburg,90,Entire home/apt
Manhattan,Upper West Side,118,Entire home/apt
Queens,Rego Park,65,Private room
Queens,Rego Park,65,Private room
Manhattan,Hell's Kitchen,300,Entire home/apt
Brooklyn,Fort Greene,70,Private room
Manhattan,Hell's Kitchen,250,Private room
Queens,Maspeth,35,Private room
Manhattan,Washington Heights,125,Entire home/apt
Manhattan,West Village,150,Entire home/apt
Queens,Jamaica,50,Private room
Manhattan,Upper East Side,120,Entire home/apt
Manhattan,Lower East Side,125,Entire home/apt
Brooklyn,Williamsburg,200,Entire home/apt
Manhattan,Washington Heights,250,Entire home/apt
Bronx,Allerton,142,Private room
Manhattan,Chelsea,249,Entire home/apt
Brooklyn,Bedford-Stuyvesant,60,Shared room
Bronx,Allerton,142,Private room
Manhattan,East Village,179,Entire home/apt
Queens,Arverne,140,Entire home/apt
Manhattan,Midtown,465,Entire home/apt
Brooklyn,Midwood,80,Entire home/apt
Brooklyn,Bushwick,65,Entire home/apt
Manhattan,Midtown,300,Private room
Brooklyn,Williamsburg,90,Private room
Brooklyn,Greenpoint,180,Entire home/apt
Brooklyn,South Slope,56,Private room
Bronx,Pelham Gardens,99,Entire home/apt
Brooklyn,Williamsburg,70,Private room
Queens,Long Island City,285,Entire home/apt
Queens,Bayswater,82,Private room
Bronx,Allerton,142,Private room
Brooklyn,Prospect-Lefferts Gardens,100,Entire home/apt
Bronx,Allerton,142,Private room
Brooklyn,Williamsburg,125,Entire home/apt
Manhattan,Lower East Side,900,Entire home/apt
Queens,Corona,40,Private room
Manhattan,Harlem,120,Entire home/apt
Manhattan,East Village,199,Entire home/apt
Brooklyn,Bedford-Stuyvesant,60,Private room
Manhattan,Greenwich Village,200,Entire home/apt
Brooklyn,Bedford-Stuyvesant,55,Private room
Brooklyn,Bushwick,150,Entire home/apt
Brooklyn,Williamsburg,110,Private room
Manhattan,Inwood,53,Private room
Brooklyn,Crown Heights,150,Entire home/apt
Manhattan,Inwood,35,Private room
Bronx,Morris Heights,149,Entire home/apt
Manhattan,Hell's Kitchen,190,Entire home/apt
Manhattan,Upper East Side,143,Private room
Brooklyn,Bushwick,57,Private room
Manhattan,East Harlem,59,Private room
Manhattan,East Village,299,Entire home/apt
Queens,Sunnyside,70,Private room
Queens,Jackson Heights,49,Private room
Queens,Ditmars Steinway,68,Private room
Brooklyn,Park Slope,120,Entire home/apt
Brooklyn,Columbia St,135,Entire home/apt
Manhattan,East Village,80,Private room
Brooklyn,Greenpoint,80,Private room
Brooklyn,Windsor Terrace,150,Entire home/apt
Manhattan,Midtown,90,Private room
Manhattan,Kips Bay,150,Entire home/apt
Queens,Long Island City,197,Entire home/apt
Manhattan,Midtown,181,Private room
Brooklyn,Williamsburg,180,Entire home/apt
Queens,Long Island City,178,Private room
Manhattan,Upper West Side,76,Private room
Manhattan,Harlem,139,Entire home/apt
Queens,Astoria,51,Private room
Brooklyn,Prospect-Lefferts Gardens,50,Private room
Brooklyn,Clinton Hill,55,Private room
Manhattan,Harlem,250,Entire home/apt
Brooklyn,Williamsburg,55,Private room
Brooklyn,Park Slope,80,Private room
Queens,Astoria,51,Private room
Manhattan,Harlem,69,Private room
Manhattan,Chelsea,255,Entire home/apt
Manhattan,Harlem,150,Private room
Manhattan,Harlem,85,Private room
Manhattan,Harlem,300,Entire home/apt
Manhattan,Upper West Side,52,Private room
Brooklyn,Midwood,70,Entire home/apt
Manhattan,Upper West Side,76,Private room
Bronx,Claremont Village,150,Private room
Manhattan,Harlem,63,Private room
Staten Island,Clifton,100,Entire home/apt
Manhattan,Chinatown,55,Private room
Manhattan,Harlem,90,Private room
Manhattan,Washington Heights,110,Entire home/apt
Queens,Woodside,48,Private room
Manhattan,Midtown,250,Private room
Manhattan,Upper West Side,66,Private room
Queens,Elmhurst,130,Private room
Brooklyn,Flatbush,65,Entire home/apt
Brooklyn,Fort Greene,133,Entire home/apt
Queens,Richmond Hill,100,Entire home/apt
Manhattan,Washington Heights,30,Private room
Brooklyn,Bedford-Stuyvesant,75,Private room
Brooklyn,Downtown Brooklyn,85,Private room
Brooklyn,East Flatbush,125,Entire home/apt
Brooklyn,Greenpoint,137,Entire home/apt
Manhattan,Inwood,100,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,125,Entire home/apt
Manhattan,Battery Park City,91,Entire home/apt
Bronx,Parkchester,26,Private room
Brooklyn,Bedford-Stuyvesant,66,Private room
Bronx,Throgs Neck,60,Private room
Manhattan,Greenwich Village,150,Private room
Manhattan,Lower East Side,222,Entire home/apt
Brooklyn,Bedford-Stuyvesant,148,Entire home/apt
Manhattan,Upper West Side,225,Entire home/apt
Brooklyn,Williamsburg,200,Entire home/apt
Queens,Flushing,60,Private room
Brooklyn,Bushwick,45,Private room
Bronx,Pelham Gardens,102,Entire home/apt
Manhattan,Chelsea,50,Private room
Manhattan,Chinatown,100,Private room
Manhattan,Harlem,250,Entire home/apt
Brooklyn,Bushwick,44,Private room
Manhattan,Hell's Kitchen,130,Entire home/apt
Brooklyn,Bushwick,55,Private room
Brooklyn,Bushwick,78,Entire home/apt
Queens,Elmhurst,165,Entire home/apt
Manhattan,Nolita,84,Private room
Manhattan,Washington Heights,90,Entire home/apt
Brooklyn,Fort Greene,150,Private room
Manhattan,Midtown,500,Entire home/apt
Brooklyn,Bushwick,75,Private room
Queens,Jamaica,44,Private room
Brooklyn,Williamsburg,75,Private room
Manhattan,Upper East Side,120,Private room
Manhattan,Upper East Side,120,Private room
Manhattan,Upper East Side,110,Private room
Brooklyn,Red Hook,125,Private room
Brooklyn,East New York,25,Shared room
Manhattan,East Village,89,Private room
Manhattan,Lower East Side,81,Private room
Queens,Flushing,60,Private room
Manhattan,Morningside Heights,95,Entire home/apt
Manhattan,Hell's Kitchen,75,Private room
Manhattan,Hell's Kitchen,80,Private room
Queens,Flushing,159,Entire home/apt
Queens,Sunnyside,80,Private room
Brooklyn,Boerum Hill,165,Entire home/apt
Queens,Ridgewood,170,Entire home/apt
Brooklyn,Williamsburg,69,Private room
Manhattan,East Village,140,Entire home/apt
Queens,Woodside,39,Private room
Brooklyn,Bedford-Stuyvesant,50,Private room
Brooklyn,Bushwick,135,Entire home/apt
Manhattan,East Harlem,120,Entire home/apt
Queens,Sunnyside,39,Private room
Queens,Ridgewood,69,Private room
Brooklyn,Bedford-Stuyvesant,65,Private room
Brooklyn,Greenpoint,25,Private room
Brooklyn,Prospect Heights,120,Entire home/apt
Manhattan,Financial District,128,Entire home/apt
Manhattan,Upper East Side,125,Entire home/apt
Brooklyn,Bushwick,65,Private room
Brooklyn,Sunset Park,172,Entire home/apt
Brooklyn,Bedford-Stuyvesant,150,Entire home/apt
Queens,Breezy Point,195,Private room
Brooklyn,Gowanus,60,Private room
Brooklyn,Sunset Park,330,Entire home/apt
Manhattan,Upper West Side,195,Entire home/apt
Queens,Elmhurst,60,Entire home/apt
Manhattan,Hell's Kitchen,220,Entire home/apt
Manhattan,East Village,110,Private room
Manhattan,Chinatown,154,Entire home/apt
Brooklyn,Gravesend,76,Entire home/apt
Manhattan,Washington Heights,70,Private room
Brooklyn,Prospect Heights,220,Entire home/apt
Queens,Jackson Heights,55,Private room
Brooklyn,Gowanus,55,Entire home/apt
Manhattan,Chelsea,270,Entire home/apt
Manhattan,Upper East Side,99,Entire home/apt
Brooklyn,Bushwick,95,Entire home/apt
Brooklyn,Bedford-Stuyvesant,118,Private room
Manhattan,Harlem,80,Private room
Queens,Flushing,60,Entire home/apt
Brooklyn,Williamsburg,20,Private room
Brooklyn,Gowanus,70,Private room
Brooklyn,Bedford-Stuyvesant,33,Shared room
Brooklyn,Bedford-Stuyvesant,30,Shared room
Brooklyn,Carroll Gardens,98,Private room
Brooklyn,Bedford-Stuyvesant,70,Private room
Queens,Rego Park,110,Entire home/apt
Brooklyn,Sunset Park,55,Private room
Brooklyn,Bedford-Stuyvesant,40,Shared room
Manhattan,Gramercy,189,Entire home/apt
Brooklyn,Bedford-Stuyvesant,36,Shared room
Brooklyn,Bedford-Stuyvesant,65,Private room
Brooklyn,Bedford-Stuyvesant,49,Private room
Brooklyn,Gowanus,52,Private room
Brooklyn,Bedford-Stuyvesant,97,Entire home/apt
Brooklyn,Bedford-Stuyvesant,80,Private room
Manhattan,Upper East Side,189,Entire home/apt
Brooklyn,Bedford-Stuyvesant,35,Shared room
Brooklyn,Bedford-Stuyvesant,36,Shared room
Brooklyn,Flatbush,150,Entire home/apt
Brooklyn,Bushwick,100,Entire home/apt
Brooklyn,Bedford-Stuyvesant,60,Private room
Manhattan,Flatiron District,179,Private room
Bronx,Allerton,34,Private room
Manhattan,West Village,200,Entire home/apt
Brooklyn,Bedford-Stuyvesant,123,Private room
Brooklyn,Clinton Hill,80,Entire home/apt
Brooklyn,Red Hook,90,Entire home/apt
Queens,East Elmhurst,40,Private room
Manhattan,West Village,490,Entire home/apt
Brooklyn,Borough Park,70,Entire home/apt
Brooklyn,Carroll Gardens,188,Entire home/apt
Brooklyn,Williamsburg,69,Private room
Brooklyn,Williamsburg,289,Entire home/apt
Brooklyn,Williamsburg,130,Private room
Brooklyn,Prospect Heights,75,Private room
Queens,Sunnyside,79,Shared room
Manhattan,Harlem,100,Private room
Manhattan,Financial District,995,Private room
Queens,Astoria,150,Entire home/apt
Brooklyn,Bedford-Stuyvesant,21,Shared room
Brooklyn,Brighton Beach,68,Entire home/apt
Brooklyn,Williamsburg,135,Private room
Manhattan,Murray Hill,145,Entire home/apt
Queens,Woodhaven,45,Private room
Brooklyn,Bushwick,50,Private room
Queens,Flushing,60,Private room
Queens,Flushing,49,Private room
Queens,Flushing,40,Private room
Brooklyn,Williamsburg,62,Private room
Manhattan,Harlem,345,Entire home/apt
Queens,Sunnyside,80,Private room
Brooklyn,Crown Heights,90,Entire home/apt
Queens,Sunnyside,60,Private room
Bronx,University Heights,150,Entire home/apt
Brooklyn,Bushwick,68,Private room
Manhattan,Upper West Side,150,Private room
Brooklyn,Williamsburg,120,Entire home/apt
Manhattan,Midtown,70,Private room
Manhattan,West Village,200,Entire home/apt
Manhattan,Nolita,109,Private room
Queens,Ditmars Steinway,74,Entire home/apt
Manhattan,East Village,125,Private room
Manhattan,Nolita,109,Private room
Brooklyn,Clinton Hill,120,Entire home/apt
Brooklyn,Bedford-Stuyvesant,65,Private room
Brooklyn,Bushwick,47,Private room
Manhattan,Nolita,120,Private room
Manhattan,Hell's Kitchen,110,Private room
Manhattan,Hell's Kitchen,110,Private room
Manhattan,Hell's Kitchen,115,Private room
Manhattan,Hell's Kitchen,105,Private room
Manhattan,Upper West Side,119,Entire home/apt
Bronx,Edenwald,42,Entire home/apt
Brooklyn,Williamsburg,65,Private room
Brooklyn,Bedford-Stuyvesant,54,Private room
Manhattan,West Village,325,Entire home/apt
Brooklyn,Sunset Park,265,Entire home/apt
Brooklyn,Kensington,95,Private room
Manhattan,Greenwich Village,199,Entire home/apt
Brooklyn,Williamsburg,125,Entire home/apt
Manhattan,East Village,174,Entire home/apt
Queens,Queens Village,50,Private room
Brooklyn,Crown Heights,140,Entire home/apt
Brooklyn,Bedford-Stuyvesant,95,Private room
Brooklyn,Bushwick,120,Entire home/apt
Brooklyn,Sunset Park,39,Private room
Brooklyn,Bedford-Stuyvesant,75,Private room
Brooklyn,Sunset Park,65,Private room
Brooklyn,Sunset Park,58,Private room
Brooklyn,Red Hook,100,Entire home/apt
Brooklyn,Williamsburg,73,Private room
Brooklyn,Sunset Park,65,Private room
Brooklyn,Sunset Park,57,Private room
Brooklyn,Bushwick,60,Private room
Brooklyn,Bedford-Stuyvesant,65,Private room
Brooklyn,Bedford-Stuyvesant,100,Private room
Brooklyn,Clinton Hill,185,Private room
Brooklyn,Clinton Hill,65,Private room
Brooklyn,Clinton Hill,70,Private room
Manhattan,East Village,130,Private room
Brooklyn,Bedford-Stuyvesant,60,Private room
Manhattan,Harlem,102,Entire home/apt
Queens,Jamaica,100,Entire home/apt
Brooklyn,Bedford-Stuyvesant,170,Private room
Brooklyn,Bedford-Stuyvesant,65,Private room
Brooklyn,Cypress Hills,30,Private room
Brooklyn,Bedford-Stuyvesant,60,Private room
Brooklyn,Bedford-Stuyvesant,65,Private room
Brooklyn,Bedford-Stuyvesant,90,Private room
Brooklyn,Bedford-Stuyvesant,65,Private room
Manhattan,Hell's Kitchen,50,Private room
Bronx,Morrisania,150,Private room
Brooklyn,Crown Heights,142,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,80,Entire home/apt
Manhattan,Chelsea,92,Private room
Brooklyn,Bushwick,70,Private room
Brooklyn,Williamsburg,275,Entire home/apt
Manhattan,Midtown,157,Entire home/apt
Queens,Bayswater,120,Private room
Brooklyn,Brighton Beach,100,Shared room
Manhattan,Nolita,94,Private room
Manhattan,East Village,88,Private room
Manhattan,East Village,56,Private room
Queens,Long Island City,55,Private room
Manhattan,Financial District,165,Entire home/apt
Manhattan,Nolita,84,Private room
Manhattan,Kips Bay,150,Entire home/apt
Manhattan,Hell's Kitchen,244,Private room
Manhattan,Midtown,180,Entire home/apt
Queens,Flushing,200,Shared room
Brooklyn,Bedford-Stuyvesant,60,Private room
Bronx,Castle Hill,62,Entire home/apt
Manhattan,Upper West Side,245,Private room
Brooklyn,Windsor Terrace,145,Entire home/apt
Manhattan,Chelsea,250,Entire home/apt
Manhattan,Flatiron District,225,Entire home/apt
Manhattan,Chelsea,69,Entire home/apt
Manhattan,Washington Heights,96,Entire home/apt
Brooklyn,Bushwick,37,Private room
Queens,Woodside,33,Private room
Manhattan,Hell's Kitchen,120,Entire home/apt
Brooklyn,Sunset Park,180,Entire home/apt
Manhattan,Harlem,52,Private room
Queens,Long Island City,108,Private room
Manhattan,Hell's Kitchen,140,Private room
Queens,Rockaway Beach,75,Entire home/apt
Queens,Flushing,48,Private room
Manhattan,Upper East Side,150,Shared room
Queens,Elmhurst,60,Entire home/apt
Brooklyn,Crown Heights,110,Entire home/apt
Brooklyn,Sheepshead Bay,70,Entire home/apt
Brooklyn,Downtown Brooklyn,100,Private room
Brooklyn,Crown Heights,200,Entire home/apt
Queens,Briarwood,93,Entire home/apt
Manhattan,Harlem,125,Entire home/apt
Manhattan,Upper East Side,140,Entire home/apt
Manhattan,Theater District,375,Entire home/apt
Manhattan,Midtown,140,Entire home/apt
Brooklyn,Williamsburg,200,Entire home/apt
Brooklyn,Bedford-Stuyvesant,40,Private room
Brooklyn,Clinton Hill,44,Private room
Brooklyn,Williamsburg,115,Entire home/apt
Brooklyn,Cypress Hills,120,Entire home/apt
Brooklyn,Sunset Park,460,Entire home/apt
Brooklyn,Bushwick,40,Private room
Manhattan,Harlem,90,Private room
Brooklyn,Bushwick,150,Entire home/apt
Manhattan,East Village,260,Entire home/apt
Manhattan,Upper East Side,200,Entire home/apt
Manhattan,West Village,350,Entire home/apt
Brooklyn,Bedford-Stuyvesant,65,Private room
Brooklyn,Bushwick,63,Entire home/apt
Manhattan,West Village,129,Entire home/apt
Brooklyn,Brighton Beach,75,Entire home/apt
Queens,Astoria,100,Entire home/apt
Brooklyn,Bedford-Stuyvesant,129,Entire home/apt
Manhattan,East Village,111,Private room
Brooklyn,Cypress Hills,80,Entire home/apt
Queens,Elmhurst,80,Private room
Queens,Flushing,59,Private room
Brooklyn,Bushwick,159,Entire home/apt
Queens,Flushing,55,Private room
Brooklyn,Bushwick,65,Private room
Brooklyn,Bedford-Stuyvesant,65,Private room
Brooklyn,Bushwick,85,Private room
Brooklyn,Downtown Brooklyn,70,Private room
Brooklyn,Crown Heights,40,Private room
Brooklyn,Cobble Hill,300,Entire home/apt
Brooklyn,Bedford-Stuyvesant,75,Private room
Brooklyn,Bedford-Stuyvesant,68,Private room
Manhattan,Harlem,60,Private room
Manhattan,Upper West Side,90,Private room
Brooklyn,Flatlands,110,Entire home/apt
Queens,Sunnyside,80,Private room
Brooklyn,Williamsburg,190,Private room
Brooklyn,Gowanus,66,Private room
Queens,Long Island City,60,Private room
Brooklyn,Crown Heights,125,Entire home/apt
Queens,Ditmars Steinway,65,Entire home/apt
Brooklyn,Bedford-Stuyvesant,55,Private room
Bronx,Concourse,38,Private room
Brooklyn,Cypress Hills,80,Entire home/apt
Brooklyn,Bedford-Stuyvesant,200,Private room
Manhattan,Hell's Kitchen,200,Entire home/apt
Manhattan,Washington Heights,100,Private room
Brooklyn,Bedford-Stuyvesant,89,Entire home/apt
Manhattan,Upper East Side,82,Private room
Brooklyn,Williamsburg,115,Private room
Brooklyn,Williamsburg,100,Private room
Brooklyn,Bedford-Stuyvesant,45,Private room
Brooklyn,Windsor Terrace,390,Entire home/apt
Brooklyn,Bedford-Stuyvesant,100,Entire home/apt
Manhattan,Chelsea,300,Entire home/apt
Brooklyn,East New York,119,Private room
Manhattan,West Village,150,Entire home/apt
Queens,Flushing,55,Private room
Manhattan,Upper West Side,150,Entire home/apt
Manhattan,Theater District,149,Private room
Brooklyn,East Flatbush,79,Entire home/apt
Brooklyn,Park Slope,150,Entire home/apt
Queens,Rockaway Beach,49,Private room
Brooklyn,Bedford-Stuyvesant,175,Entire home/apt
Brooklyn,Bushwick,40,Private room
Queens,Ridgewood,280,Entire home/apt
Manhattan,Harlem,33,Private room
Manhattan,Theater District,100,Private room
Brooklyn,Bushwick,31,Private room
Manhattan,Hell's Kitchen,75,Shared room
Brooklyn,Williamsburg,109,Private room
Brooklyn,Williamsburg,109,Private room
Brooklyn,Williamsburg,95,Private room
Brooklyn,Williamsburg,95,Private room
Manhattan,East Village,300,Entire home/apt
Manhattan,Harlem,90,Private room
Staten Island,St. George,130,Entire home/apt
Brooklyn,Fort Greene,125,Entire home/apt
Brooklyn,Bedford-Stuyvesant,125,Entire home/apt
Queens,Ditmars Steinway,60,Private room
Brooklyn,Bushwick,35,Private room
Bronx,Concourse,45,Private room
Brooklyn,Williamsburg,250,Entire home/apt
Manhattan,West Village,300,Entire home/apt
Brooklyn,Clinton Hill,135,Entire home/apt
